Date,Precipitation,Intake,Discharge
20191229,11.70,6734 ,3261 
20191230,0.76,7786 ,3306 
20191231,0.14,7724 ,3312 
20200101,0.00,7552 ,3510 
20200102,0.00,8272 ,3513 
20200103,0.00,8485 ,3897 
20200104,0.00,7221 ,3781 
20200105,0.00,7388 ,3783 
20200106,8.36,7242 ,3788 
20200107,29.72,7631 ,3597 
20200108,2.61,7392 ,3410 
20200109,0.00,7516 ,3185 
20200110,0.00,7878 ,3745 
20200111,0.00,8045 ,3258 
20200112,0.00,7297 ,3251 
20200113,0.00,7762 ,3256 
20200114,0.00,7688 ,3058 
20200115,0.00,8431 ,3870 
20200116,0.00,7584 ,3181 
20200117,0.00,7810 ,3000 
20200118,0.00,7353 ,3513 
20200119,0.02,7184 ,3510 
20200120,0.00,7176 ,3512 
20200121,0.00,7730 ,3539 
20200122,7.84,7548 ,3095 
20200123,1.27,7939 ,3406 
20200124,0.00,9239 ,3155 
20200125,0.00,8431 ,3155 
20200126,0.03,7923 ,3155 
20200127,13.41,6729 ,3159 
20200128,0.00,6812 ,3156 
20200129,0.18,6672 ,3496 
20200130,0.17,6713 ,3733 
20200131,0.68,7103 ,3607 
20200201,0.00,6717 ,3607 
20200202,0.00,6543 ,3977 
20200203,0.63,6854 ,3472 
20200204,0.01,7189 ,3900 
20200205,1.26,7135 ,3892 
20200206,0.00,7379 ,3398 
20200207,0.08,8298 ,3394 
20200208,0.16,7693 ,3397 
20200209,0.00,7538 ,3399 
20200210,0.00,7443 ,3231 
20200211,0.10,7275 ,3433 
20200212,6.45,7775 ,3670 
20200213,0.27,7024 ,3777 
20200214,0.00,8029 ,3935 
20200215,5.54,7400 ,3936 
20200216,10.22,6910 ,3931 
20200217,1.70,6839 ,3930 
20200218,0.06,7431 ,3298 
20200219,0.00,7946 ,3860 
20200220,0.00,8126 ,3304 
20200221,3.14,7908 ,3070 
20200222,0.03,7181 ,3071 
20200223,0.00,7020 ,3076 
20200224,1.93,7618 ,3077 
20200225,7.09,7065 ,3228 
20200226,0.13,7397 ,3138 
20200227,0.00,8401 ,3239 
20200228,4.37,7178 ,3977 
20200229,0.00,7172 ,3971 
20200301,0.00,6961 ,3979 
20200302,0.00,7274 ,3977 
20200303,0.00,7338 ,3472 
20200304,0.00,7422 ,3900 
20200305,0.00,7253 ,3892 
20200306,0.00,7166 ,3398 
20200307,3.42,6942 ,3393 
20200308,0.00,7409 ,3397 
20200309,4.40,7226 ,3398 
20200310,8.31,6862 ,3231 
20200311,0.00,7742 ,3433 
20200312,0.00,7424 ,3516 
20200313,0.00,7385 ,3301 
20200314,0.00,7724 ,3254 
20200315,0.00,7309 ,3252 
20200316,0.00,7777 ,3256 
20200317,0.00,7429 ,3576 
20200318,0.00,7765 ,3585 
20200319,0.00,7459 ,3954 
20200320,0.00,7740 ,3499 
20200321,0.00,7455 ,3469 
20200322,0.09,7165 ,3466 
20200323,0.00,7420 ,3467 
20200324,0.00,7457 ,3697 
20200325,0.00,7512 ,3226 
20200326,24.58,7052 ,3564 
20200327,3.39,7220 ,3566 
20200328,0.00,6499 ,3740 
20200329,0.00,7121 ,3741 
20200330,0.00,7246 ,3746 
20200331,0.00,7401 ,3938 
20200401,0.02,7500 ,3945 
20200402,0.00,7296 ,3945 
20200403,0.00,7462 ,3945 
20200404,0.00,7650 ,3945 
20200405,0.00,7391 ,3945 
20200406,0.00,7113 ,3945 
20200407,0.00,7880 ,3945 
20200408,0.00,7481 ,3573 
20200409,0.00,7418 ,3577 
20200410,0.00,7162 ,3501 
20200411,3.76,6440 ,3688 
20200412,2.31,6617 ,3686 
20200413,0.00,6626 ,3674 
20200414,0.00,6414 ,3284 
20200415,0.00,6895 ,3361 
20200416,0.00,7172 ,3363 
20200417,9.27,6427 ,3854 
20200418,0.00,6174 ,3856 
20200419,28.67,5673 ,3854 
20200420,0.00,6482 ,3859 
20200421,0.00,6520 ,3036 
20200422,0.00,6310 ,3245 
20200423,0.00,7230 ,3255 
20200424,0.00,7249 ,3597 
20200425,0.00,7107 ,3595 
20200426,0.00,6760 ,3599 
20200427,0.00,7647 ,3567 
20200428,0.00,7685 ,3478 
20200429,0.00,7945 ,3459 
20200430,0.00,7970 ,3143 
20200501,0.00,8208 ,3236 
20200502,0.53,8242 ,3238 
20200503,51.79,7068 ,3233 
20200504,0.00,7369 ,3239 
20200505,0.00,7195 ,3144 
20200506,0.00,7815 ,3234 
20200507,0.00,7688 ,3632 
20200508,6.63,7757 ,3630 
20200509,28.72,6400 ,3185 
20200510,1.40,6773 ,3188 
20200511,0.00,7383 ,3186 
20200512,0.00,6583 ,3333 
20200513,0.00,7911 ,3484 
20200514,0.00,7521 ,3471 
20200515,17.49,6460 ,3255 
20200516,0.06,6529 ,3893 
20200517,0.00,7084 ,3892 
20200518,13.59,6720 ,3896 
20200519,1.95,7356 ,3541 
20200520,0.00,6654 ,3043 
20200521,0.00,7126 ,3533 
20200522,0.00,7879 ,3426 
20200523,0.00,7288 ,3423 
20200524,2.54,6848 ,3422 
20200525,0.00,7140 ,3416 
20200526,0.00,7392 ,3015 
20200527,0.00,7897 ,3664 
20200528,0.00,7430 ,3868 
20200529,0.00,7780 ,3647 
20200530,0.00,7481 ,3645 
20200531,2.30,7785 ,3641 
20200601,0.25,8095 ,3351 
20200602,0.00,8463 ,3535 
20200603,0.19,8341 ,3609 
20200604,0.00,9140 ,3295 
20200605,0.00,8482 ,3589 
20200606,0.00,9132 ,3750 
20200607,0.00,8577 ,3755 
20200608,0.00,7725 ,3756 
20200609,0.00,7944 ,3082 
20200610,9.70,8339 ,3693 
20200611,3.73,8014 ,3293 
20200612,12.51,7557 ,4039 
20200613,30.27,7759 ,4033 
20200614,30.27,6574 ,4032 
20200615,0.00,7375 ,4033 
20200616,0.00,7639 ,3282 
20200617,1.45,7181 ,3645 
20200618,38.02,6654 ,3688 
20200619,1.83,7408 ,3902 
20200620,0.00,7897 ,3566 
20200621,0.24,7683 ,3561 
20200622,0.00,7788 ,3562 
20200623,0.00,7615 ,3543 
20200624,15.24,7135 ,3014 
20200625,0.33,7319 ,3308 
20200626,0.00,7465 ,3312 
20200627,0.00,7906 ,3405 
20200628,0.00,7749 ,3454 
20200629,38.26,6870 ,3514 
20200630,9.13,6642 ,3485 
20200701,0.08,7559 ,3011 
20200702,0.00,8120 ,3072 
20200703,7.20,7491 ,3618 
20200704,0.01,7070 ,3536 
20200705,0.08,7215 ,3530 
20200706,1.80,7589 ,3526 
20200707,0.34,7591 ,3530 
20200708,0.00,7938 ,3871 
20200709,0.00,7989 ,4215 
20200710,29.24,7776 ,4211 
20200711,0.00,7372 ,4199 
20200712,59.73,7070 ,4198 
20200713,96.18,6795 ,4191 
20200714,6.72,7490 ,4194 
20200715,5.26,7337 ,4931 
20200716,0.00,8088 ,4932 
20200717,0.00,8373 ,4665 
20200718,0.13,7465 ,4894 
20200719,0.49,6699 ,4891 
20200720,28.03,7645 ,4893 
20200721,8.32,8020 ,4779 
20200722,15.14,7396 ,4024 
20200723,55.12,6533 ,4364 
20200724,9.88,7496 ,4461 
20200725,3.72,7972 ,3852 
20200726,0.00,7436 ,3291 
20200727,8.72,7818 ,3293 
20200728,3.32,7960 ,3098 
20200729,161.00,6941 ,3061 
20200730,4.75,8140 ,3063 
20200731,0.16,8526 ,3061 
20200801,12.01,9149 ,3614 
20200802,0.01,9161 ,3612 
20200803,0.00,8389 ,3613 
20200804,0.00,8515 ,3242 
20200805,3.55,8283 ,3245 
20200806,14.88,7825 ,3610 
20200807,96.04,7410 ,3068 
20200808,135.98,7503 ,3517 
20200809,3.11,7930 ,3992 
20200810,39.17,8982 ,3399 
20200811,2.38,7825 ,3382 
20200812,0.25,8446 ,3284 
20200813,0.00,8830 ,3364 
20200814,0.00,8804 ,3471 
20200815,0.00,9234 ,3462 
20200816,0.00,8814 ,3460 
20200817,0.00,8966 ,3568 
20200818,0.00,9464 ,3715 
20200819,0.00,9440 ,3468 
20200820,0.00,9050 ,3385 
20200821,0.00,9196 ,3462 
20200822,0.00,8587 ,3325 
20200823,0.00,8588 ,3326 
20200824,0.02,8401 ,3465 
20200825,0.00,9307 ,3382 
20200826,38.72,8080 ,3471 
20200827,2.31,8341 ,3571 
20200828,2.96,8488 ,3564 
20200829,8.47,8106 ,3613 
20200830,0.00,8641 ,3611 
20200831,1.26,7889 ,3612 
20200901,0.61,8180 ,3561 
20200902,51.52,8272 ,3466 
20200903,38.88,7989 ,3629 
20200904,0.00,8342 ,3471 
20200905,0.00,7903 ,3408 
20200906,15.51,7497 ,3474 
20200907,92.64,7350 ,3477 
20200908,0.00,8183 ,3586 
20200909,14.88,8134 ,3458 
20200910,0.00,8659 ,3482 
20200911,20.06,8032 ,3371 
20200912,9.27,7311 ,3288 
20200913,3.90,7849 ,3283 
20200914,0.00,8110 ,3288 
20200915,0.00,8292 ,3417 
20200916,1.90,7736 ,3582 
20200917,5.42,8359 ,3589 
20200918,1.45,8680 ,3652 
20200919,0.00,8821 ,3564 
20200920,0.00,8151 ,3564 
20200921,0.00,8421 ,3471 
20200922,0.00,8371 ,3329 
20200923,0.00,8481 ,3471 
20200924,0.00,8088 ,3446 
20200925,0.00,8657 ,3423 
20200926,0.00,9239 ,3471 
20200927,0.00,9353 ,3470 
20200928,0.00,8990 ,3471 
20200929,0.00,8737 ,3460 
20200930,0.00,8791 ,3482 
20201001,0.00,8980 ,3564 
20201002,0.00,9824 ,3561 
20201003,2.09,8567 ,3514 
20201004,8.67,8053 ,3516 
20201005,0.00,7743 ,3541 
20201006,0.00,8354 ,3511 
20201007,0.00,9381 ,3402 
20201008,0.00,9158 ,3412 
20201009,0.00,9079 ,3464 
20201010,0.00,8996 ,3456 
20201011,0.00,8432 ,3455 
20201012,0.00,8937 ,3456 
20201013,0.00,9119 ,3471 
20201014,0.00,8484 ,3423 
20201015,0.00,8521 ,3456 
20201016,0.00,9012 ,3458 
20201017,0.00,8416 ,3459 
20201018,0.00,8571 ,3456 
20201019,0.00,8301 ,3454 
20201020,0.00,8524 ,3487 
20201021,6.12,8078 ,3479 
20201022,0.00,7609 ,3459 
20201023,0.00,7544 ,3452 
20201024,0.00,7449 ,3456 
20201025,0.00,7572 ,3455 
20201026,0.00,7989 ,3452 
20201027,0.00,7639 ,3458 
20201028,0.00,8241 ,3459 
20201029,0.00,8217 ,3457 
20201030,0.00,7672 ,3460 
20201031,0.00,7602 ,3485 
20201101,5.47,7290 ,3486 
20201102,0.40,7752 ,3485 
20201103,1.34,7073 ,3467 
20201104,0.00,7145 ,3405 
20201105,0.00,7995 ,3452 
20201106,0.00,8114 ,3449 
20201107,0.00,7786 ,3456 
20201108,0.00,7583 ,3455 
20201109,0.00,6625 ,3456 
20201110,0.00,8153 ,3459 
20201111,0.00,9412 ,3527 
20201112,0.00,8990 ,3530 
20201113,0.00,8839 ,3512 
20201114,0.00,8614 ,3523 
20201115,0.00,7879 ,3523 
20201116,0.00,7487 ,3519 
20201117,1.98,7849 ,3542 
20201118,1.28,8157 ,3519 
20201119,47.83,7553 ,3488 
20201120,0.00,7882 ,3456 
20201121,0.00,7839 ,3474 
20201122,4.20,7553 ,3477 
20201123,0.00,7583 ,3475 
20201124,0.00,6239 ,3564 
20201125,0.00,7818 ,3514 
20201126,0.00,9374 ,3529 
20201127,0.00,8076 ,3501 
20201128,0.00,7867 ,3489 
20201129,0.00,7557 ,3492 
20201130,0.00,7923 ,3512 
20201201,0.00,7862 ,3506 
20201202,0.00,7800 ,3512 
20201203,0.00,8076 ,3523 
20201204,0.00,8609 ,3543 
20201205,0.00,8743 ,3540 
20201206,0.00,7781 ,3544 
20201207,0.00,8239 ,3546 
20201208,0.00,8668 ,3574 
20201209,0.00,8056 ,3582 
20201210,0.00,7837 ,3564 
20201211,0.00,8311 ,3546 
20201212,0.00,8301 ,3477 
20201213,0.66,8028 ,3479 
20201214,0.23,7445 ,3488 
20201215,0.10,7894 ,3456 
20201216,0.37,8220 ,3588 
20201217,0.00,8602 ,3529 
20201218,0.16,8514 ,3568 
20201219,0.00,9234 ,3556 
20201220,0.25,9043 ,3558 
20201221,0.00,9646 ,3512 
20201222,0.00,9105 ,3546 
20201223,0.00,8751 ,3587 
20201224,0.00,8831 ,3547 
20201225,0.18,8642 ,3587 
20201226,0.00,8175 ,3582 
20201227,8.56,8232 ,3584 
20201228,0.00,8761 ,3581 
20201229,1.59,8365 ,3602 
20201230,3.38,8234 ,3608 
20201231,1.46,8166 ,3624 
20210101,0.34,8886 ,3689 
20210102,0.65,9675 ,3644 
20210103,0.00,9467 ,3650 
20210104,0.00,9616 ,3668 
20210105,0.29,9890 ,3682 
20210106,1.14,9368 ,3628 
20210107,4.29,9516 ,3671 
20210108,0.38,10071 ,3663 
20210109,0.42,8889 ,3653 
20210110,0.01,8019 ,3629 
20210111,0.00,6535 ,3643 
20210112,0.34,6580 ,3656 
20210113,0.00,7245 ,3655 
20210114,0.00,7380 ,3629 
20210115,0.00,7393 ,3623 
20210116,0.00,7262 ,4429 
20210117,0.57,7017 ,5232 
20210118,3.13,8095 ,5232 
20210119,0.00,8152 ,4828 
20210120,0.00,8095 ,4351 
20210121,7.10,9286 ,4692 
20210122,1.82,8816 ,4451 
20210123,6.00,8570 ,4297 
20210124,0.16,9024 ,4297 
20210125,0.08,8691 ,4297 
20210126,5.37,8513 ,4252 
20210127,0.00,8592 ,4617 
20210128,0.89,9263 ,4791 
20210129,0.88,8771 ,4404 
20210130,0.00,8995 ,4241 
20210131,1.57,8785 ,4241 
20210201,4.46,8635 ,4241 
20210202,0.00,8521 ,3555 
20210203,0.01,8675 ,3468 
20210204,1.53,8389 ,3370 
20210205,0.00,8558 ,4020 
20210206,0.00,8538 ,4456 
20210207,0.00,8474 ,4456 
20210208,0.00,8653 ,4456 
20210209,0.00,9097 ,3985 
20210210,0.00,7962 ,4460 
20210211,0.00,8713 ,3919 
20210212,0.00,8337 ,3919 
20210213,0.00,8041 ,3919 
20210214,1.61,7029 ,3919 
20210215,0.64,6766 ,3919 
20210216,1.50,6959 ,3914 
20210217,1.63,7162 ,3431 
20210218,0.53,7738 ,3378 
20210219,0.00,8259 ,3960 
20210220,0.00,8207 ,3917 
20210221,0.00,8294 ,3917 
20210222,0.00,7970 ,3917 
20210223,0.00,7529 ,4312 
20210224,0.00,7287 ,3518 
20210225,16.40,7195 ,2827 
20210226,0.16,7666 ,3015 
20210227,0.00,7265 ,3758 
20210228,0.54,7700 ,3758 
20210301,38.17,6831 ,3129 
20210302,0.00,7172 ,3129 
20210303,0.00,7255 ,4138 
20210304,4.44,7129 ,4786 
20210305,0.00,7404 ,5508 
20210306,0.00,7313 ,5381 
20210307,0.00,7031 ,5381 
20210308,0.00,7401 ,5381 
20210309,0.00,7062 ,5900 
20210310,0.00,7463 ,5840 
20210311,2.97,7415 ,5518 
20210312,10.78,7448 ,5856 
20210313,0.00,7286 ,5984 
20210314,0.00,7475 ,5984 
20210315,3.16,7039 ,5984 
20210316,0.82,7270 ,5988 
20210317,0.00,7270 ,6462 
20210318,0.00,7582 ,6359 
20210319,0.00,7351 ,6091 
20210320,10.17,7019 ,5772 
20210321,0.00,6939 ,5772 
20210322,0.00,7235 ,5772 
20210323,0.00,7069 ,5623 
20210324,0.00,7181 ,5451 
20210325,0.00,7167 ,5600 
20210326,0.00,7639 ,5247 
20210327,31.03,7467 ,4657 
20210328,0.01,7248 ,3891 
20210329,0.00,7240 ,3891 
20210330,0.00,7769 ,3834 
20210331,0.00,7848 ,3514 
20210401,0.00,7682 ,3379 
20210402,0.00,7577 ,3918 
20210403,5.56,7715 ,3559 
20210404,1.49,6978 ,3559 
20210405,0.00,7510 ,3559 
20210406,0.00,7660 ,3510 
20210407,0.00,7801 ,3474 
20210408,0.00,8067 ,3782 
20210409,0.00,8190 ,3716 
20210410,0.00,7973 ,3348 
20210411,0.00,8274 ,3348 
20210412,26.73,7469 ,3348 
20210413,1.68,7784 ,3960 
20210414,0.00,7510 ,4373 
20210415,0.00,7912 ,4396 
20210416,0.25,7805 ,4205 
20210417,0.00,8090 ,4504 
20210418,0.00,7648 ,4504 
20210419,0.00,7975 ,4504 
20210420,0.00,8148 ,4335 
20210421,0.00,8084 ,3428 
20210422,0.00,8038 ,3981 
20210423,0.00,8407 ,3649 
20210424,0.00,8833 ,4496 
20210425,0.00,8489 ,5176 
20210426,0.00,8812 ,5176 
20210427,0.00,8728 ,5348 
20210428,0.00,8679 ,5217 
20210429,1.13,8772 ,5241 
20210430,3.59,8337 ,5102 
20210501,8.10,8032 ,5274 
20210502,0.00,7917 ,5274 
20210503,0.00,7975 ,5274 
20210504,20.58,7548 ,5301 
20210505,0.41,7945 ,5159 
20210506,0.00,8236 ,5496 
20210507,0.00,7829 ,4707 
20210508,0.00,8445 ,4313 
20210509,0.00,8384 ,4313 
20210510,0.00,7992 ,4313 
20210511,0.28,7916 ,4095 
20210512,0.00,8683 ,4176 
20210513,0.00,9119 ,3979 
20210514,0.00,8645 ,4436 
20210515,23.75,7759 ,4632 
20210516,27.34,7394 ,4958 
20210517,1.49,7637 ,4959 
20210518,0.00,7908 ,4719 
20210519,0.00,8196 ,4478 
20210520,4.98,7944 ,4479 
20210521,0.09,8017 ,4250 
20210522,0.00,8034 ,5541 
20210523,0.08,8161 ,6717 
20210524,0.56,7792 ,6718 
20210525,0.00,7979 ,5874 
20210526,0.08,7977 ,5447 
20210527,0.05,7755 ,4614 
20210528,6.63,7884 ,5009 
20210529,0.00,8175 ,5071 
20210530,0.49,8326 ,5071 
20210531,0.01,8117 ,5071 
20210601,0.00,8603 ,5668 
20210602,0.00,8707 ,5044 
20210603,16.75,8014 ,4910 
20210604,0.72,8250 ,4911 
20210605,0.00,8169 ,4874 
20210606,0.00,8346 ,4874 
20210607,0.00,8286 ,4874 
20210608,0.00,8432 ,4937 
20210609,0.00,8934 ,5044 
20210610,56.63,8213 ,4954 
20210611,45.66,8373 ,5303 
20210612,0.08,8456 ,4686 
20210613,0.00,8162 ,4686 
20210614,0.00,8231 ,4686 
20210615,18.40,7622 ,5262 
20210616,0.00,6802 ,4976 
20210617,1.08,8108 ,4305 
20210618,5.53,9334 ,3954 
20210619,0.00,8673 ,3267 
20210620,0.00,8406 ,3267 
20210621,0.00,7164 ,3267 
20210622,0.00,8276 ,3763 
20210623,0.00,7616 ,4062 
20210624,0.00,7196 ,4456 
20210625,0.09,7961 ,4462 
20210626,0.34,8496 ,4490 
20210627,0.01,8535 ,4490 
20210628,0.63,7939 ,4490 
20210629,0.02,8225 ,4830 
20210630,0.12,8897 ,4550 
20210701,0.00,8588 ,4971 
20210702,0.00,9066 ,4583 
20210703,33.53,7947 ,4769 
20210704,0.72,6514 ,4769 
20210705,31.17,6598 ,4769 
20210706,107.98,6052 ,4628 
20210707,15.88,6088 ,4437 
20210708,1.25,6302 ,4538 
20210709,0.22,7692 ,4003 
20210710,0.00,8025 ,4475 
20210711,0.00,7205 ,4475 
20210712,0.00,7894 ,4475 
20210713,0.00,7692 ,4360 
20210714,0.00,8164 ,4281 
20210715,0.00,8226 ,4208 
20210716,6.91,8270 ,4160 
20210717,8.86,7814 ,4263 
20210718,0.18,7998 ,4263 
20210719,0.96,7825 ,4263 
20210720,0.08,8631 ,4206 
20210721,0.00,8858 ,4113 
20210722,0.00,9542 ,4833 
20210723,0.00,10066 ,5458 
20210724,0.00,9823 ,5826 
20210725,0.00,9478 ,6505 
20210726,0.00,9757 ,6506 
20210727,0.00,10318 ,5564 
20210728,0.00,10325 ,5112 
20210729,0.00,9309 ,4134 
20210730,6.69,9004 ,4697 
20210731,0.52,7628 ,4635 
20210801,7.07,7560 ,4635 
20210802,26.56,7297 ,4635 
20210803,10.70,7396 ,5084 
20210804,0.00,8461 ,4850 
20210805,0.00,8659 ,4317 
20210806,0.83,8020 ,3278 
20210807,0.00,8859 ,4056 
20210808,4.40,8189 ,4445 
20210809,0.00,7980 ,4445 
20210810,0.00,8668 ,4408 
20210811,0.00,8205 ,4256 
20210812,0.09,8151 ,4420 
20210813,5.12,8226 ,4257 
20210814,8.82,7536 ,4314 
20210815,3.58,7791 ,4314 
20210816,0.00,8054 ,4314 
20210817,0.24,7786 ,4314 
20210818,10.43,7784 ,3642 
20210819,0.27,7769 ,4558 
20210820,0.00,7766 ,4204 
20210821,39.66,6971 ,4307 
20210822,0.00,7755 ,4307 
20210823,20.44,7752 ,4307 
20210824,41.54,7255 ,3971 
20210825,2.10,7114 ,4207 
20210826,0.00,7231 ,4321 
20210827,37.20,7620 ,3439 
20210828,0.13,6639 ,3787 
20210829,28.74,7582 ,3787 
20210830,7.77,7671 ,3787 
20210831,0.00,7672 ,4571 
20210901,2.78,7629 ,4202 
20210902,5.55,7263 ,4095 
20210903,5.56,7348 ,3630 
20210904,0.00,7732 ,4092 
20210905,3.04,6928 ,4092 
20210906,4.22,6882 ,4092 
20210907,2.11,7146 ,4109 
20210908,0.09,7715 ,4622 
20210909,0.00,8065 ,4900 
20210910,0.31,8608 ,4382 
20210911,0.00,7687 ,4002 
20210912,0.00,8194 ,4002 
20210913,0.00,7731 ,4003 
20210914,1.15,6845 ,4052 
20210915,0.01,7411 ,4156 
20210916,1.67,8090 ,4173 
20210917,0.31,7914 ,3937 
20210918,0.00,9120 ,4548 
20210919,0.00,9151 ,4548 
20210920,0.00,10086 ,4548 
20210921,66.19,9044 ,4548 
20210922,0.26,8428 ,4548 
20210923,0.00,7213 ,4548 
20210924,0.00,7370 ,4560 
20210925,0.00,7326 ,3817 
20210926,0.00,7306 ,3817 
20210927,0.33,7617 ,3818 
20210928,1.12,7429 ,4319 
20210929,17.98,7196 ,3590 
20210930,0.80,7648 ,4436 
20211001,0.00,7330 ,4406 
20211002,0.00,7281 ,3498 
20211003,0.00,7842 ,3498 
20211004,0.00,7569 ,3498 
20211005,0.00,8408 ,3499 
20211006,0.00,8080 ,3139 
20211007,0.06,7984 ,3318 
20211008,2.48,8011 ,2995 
20211009,0.00,8672 ,3306 
20211010,10.67,8072 ,3306 
20211011,6.08,7582 ,3306 
20211012,6.02,7385 ,3307 
20211013,0.00,8189 ,3299 
20211014,0.00,8206 ,3259 
20211015,9.94,7613 ,3324 
20211016,4.15,7588 ,3795 
20211017,0.00,7565 ,3795 
20211018,0.00,7836 ,3795 
20211019,5.50,8074 ,3377 
20211020,0.00,8019 ,3450 
20211021,0.00,7963 ,3290 
20211022,0.15,8170 ,3291 
20211023,0.00,8702 ,2918 
20211024,0.00,8245 ,2918 
20211025,0.00,8277 ,2918 
20211026,0.00,7967 ,3055 
20211027,0.00,7935 ,2940 
20211028,0.00,9101 ,3038 
20211029,0.00,8676 ,2951 
20211030,0.00,7990 ,2837 
20211031,0.00,8265 ,2837 
20211101,0.00,8817 ,2837 
20211102,0.00,7996 ,3005 
20211103,0.00,7974 ,2717 
20211104,0.53,9225 ,2897 
20211105,0.00,8177 ,2937 
20211106,0.00,9275 ,2928 
20211107,0.00,8228 ,2928 
20211108,30.42,7347 ,2929 
20211109,1.45,8214 ,3227 
20211110,17.57,7777 ,3228 
20211111,9.82,7944 ,3926 
20211112,3.28,8312 ,3647 
20211113,0.00,8898 ,3323 
20211114,0.00,8501 ,3323 
20211115,0.00,7845 ,3324 
20211116,0.00,7245 ,3273 
20211117,0.00,8293 ,3200 
20211118,0.00,9411 ,3148 
20211119,0.00,8671 ,3039 
20211120,0.00,8221 ,2940 
20211121,0.11,7795 ,2940 
20211122,7.17,7277 ,2941 
20211123,10.58,7897 ,3072 
20211124,0.08,8340 ,3179 
20211125,0.00,9733 ,3228 
20211126,0.00,8453 ,3408 
20211127,0.00,8589 ,2937 
20211128,0.00,8001 ,2937 
20211129,0.00,8073 ,2938 
20211130,20.21,7464 ,2837 
20211201,0.91,8124 ,3686 
20211202,0.00,8914 ,3007 
20211203,2.33,9413 ,3222 
20211204,0.00,8522 ,3098 
20211205,0.00,8102 ,3098 
20211206,0.00,7659 ,3098 
20211207,0.00,7871 ,3412 
20211208,0.00,8032 ,2675 
20211209,0.00,7660 ,3564 
20211210,0.34,8329 ,2799 
20211211,0.00,7619 ,2855 
20211212,0.00,7316 ,2855 
20211213,0.00,7070 ,2855 
20211214,0.00,6880 ,2728 
20211215,0.03,7566 ,2564 
20211216,0.52,6879 ,2802 
20211217,2.17,7202 ,2638 
20211218,0.50,7595 ,2729 
20211219,0.11,7332 ,2729 
20211220,0.00,7678 ,2729 
20211221,0.00,7339 ,2561 
20211222,0.00,7342 ,1733 
20211223,0.00,8017 ,2530 
20211224,0.00,7630 ,3168 
20211225,1.99,7660 ,2656 
20211226,2.47,7680 ,2656 
20211227,0.00,8350 ,2657 
20211228,0.00,9060 ,3005 
20211229,0.00,9000 ,3373 
20211230,0.88,8860 ,3212 
20211231,0.34,8240 ,2821 
20220101,0.00,8580 ,2929 
20220102,0.00,7930 ,2929 
20220103,0.00,8890 ,2930 
20220104,0.00,8770 ,2420 
20220105,0.00,8080 ,3086 
20220106,0.00,8770 ,2860 
20220107,0.00,9630 ,3099 
20220108,0.00,9550 ,2808 
20220109,0.00,9230 ,2808 
20220110,0.24,9630 ,2808 
20220111,1.81,9260 ,3057 
20220112,0.16,9200 ,2938 
20220113,1.49,9320 ,2887 
20220114,0.03,9620 ,2912 
20220115,0.00,9730 ,3908 
20220116,0.37,8920 ,4915 
20220117,0.08,9190 ,4916 
20220118,0.00,9340 ,3998 
20220119,0.27,9520 ,3353 
20220120,0.00,9610 ,2806 
20220121,0.00,9490 ,3062 
20220122,0.00,9400 ,3047 
20220123,0.00,9370 ,3047 
20220124,0.00,9330 ,3048 
20220125,0.94,8960 ,2817 
20220126,0.00,9090 ,2660 
20220127,0.00,9210 ,2836 
20220128,0.00,9210 ,2702 
20220129,0.00,9280 ,2892 
20220130,0.00,9980 ,2892 
20220131,0.21,9990 ,2892 
20220201,0.19,9840 ,2892 
20220202,0.00,9005 ,2892 
20220203,0.00,8470 ,2892 
20220204,0.65,7720 ,3059 
20220205,1.45,8450 ,2530 
20220206,1.16,8060 ,2530 
20220207,0.00,8380 ,2530 
20220208,0.00,8610 ,2761 
20220209,0.00,9260 ,2647 
20220210,0.00,8600 ,2775 
20220211,0.00,8900 ,2775 
20220212,0.00,8330 ,2287 
20220213,0.00,8210 ,2287 
20220214,0.08,8910 ,2287 
20220215,0.19,7940 ,1952 
20220216,0.66,7810 ,2087 
20220217,0.19,7970 ,2077 
20220218,0.00,8620 ,2955 
20220219,0.10,8840 ,2284 
20220220,0.44,7910 ,2284 
20220221,0.00,8300 ,2285 
20220222,0.01,8140 ,2523 
20220223,0.00,8500 ,2412 
20220224,0.00,8660 ,2452 
20220225,0.00,8760 ,2411 
20220226,0.00,9140 ,2399 
20220227,0.00,8870 ,2399 
20220228,0.00,8350 ,2400 
20220301,1.46,8190 ,2392 
20220302,0.00,8760 ,2393 
20220303,0.00,9320 ,2199 
20220304,0.00,8990 ,2367 
20220305,0.00,9080 ,2222 
20220306,0.00,8560 ,2222 
20220307,0.00,8880 ,2222 
20220308,0.00,8770 ,2449 
20220309,0.00,9380 ,2312 
20220310,0.00,8800 ,2313 
20220311,0.00,9210 ,2138 
20220312,0.00,9340 ,2396 
20220313,11.31,8520 ,2396 
20220314,2.05,8350 ,2396 
20220315,0.00,8570 ,2585 
20220316,0.18,8690 ,2546 
20220317,6.22,8580 ,3325 
20220318,2.26,8490 ,2445 
20220319,9.19,7700 ,2001 
20220320,0.08,8100 ,2001 
20220321,0.00,8230 ,2002 
20220322,0.00,7900 ,2137 
20220323,0.00,8470 ,2411 
20220324,0.00,8350 ,2135 
20220325,38.20,8140 ,2285 
20220326,23.42,6950 ,2800 
20220327,0.00,7740 ,2800 
20220328,0.00,8600 ,2801 
20220329,0.00,9500 ,3116 
